Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,9,181.3333,0.02962963,0.05502646,0,0,3,2,2,1,1,2,0,0
0,0,0,0,9,159,0,0.02222222,0,0,3,2,2,1,2,2,1,0
4,315,0,0,8,465.8333,0,0.02424242,0,0,3,3,2,3,3,2,1,0
0,0,0,0,3,112,0.06666667,0.1333333,0,0,3,2,2,7,10,2,0,0
0,0,0,0,40,952.9667,0.001666667,0.01666667,0,0,3,1,1,2,2,2,0,0
0,0,0,0,8,372.8333,0,0.0125,0,0,3,1,1,1,1,2,0,0
6,192.5,0,0,14,327,0,0.00625,0,0,3,1,1,1,9,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,2,1,2,0,0
0,0,0,0,6,1057,0,0.03333333,0,0,3,2,4,4,1,2,0,0
0,0,0,0,3,12,0,0.06666667,0,0,3,2,2,1,3,2,0,0
0,0,0,0,1,36,0,0.06666667,0,0,3,3,2,6,2,2,1,0
3,43.5,0,0,30,2264.333,0,0.01041667,0,0,3,2,2,1,3,2,1,0
4,76,0,0,28,866,0,0.02183908,0,0,3,2,2,4,1,2,0,0
0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,2,0,0
0,0,0,0,17,701.5424,0.01333333,0.02666667,0,0,3,2,2,6,2,2,0,0
2,35,0,0,20,979.0833,0,0.00952381,60.0455,0,3,2,2,3,2,2,0,1
3,13,0,0,28,324.7692,0,0.001724138,0,0,3,2,2,1,6,2,0,0
6,160.0952,3,94.5,47,1682.87,0.001333333,0.007891429,5.698643,0,3,3,2,6,10,2,0,1
0,0,0,0,9,210,0.04444444,0.05555556,0,0,3,1,1,3,3,2,0,0
0,0,0,0,20,332,0.03,0.06,0,0,3,4,1,3,1,2,0,0
1,45,0,0,13,1610.917,0,0.007142857,0,0,3,1,1,1,3,0,1,0
4,177.1667,0,0,50,1188.567,0.007843137,0.01830065,0,0,3,2,2,3,3,2,0,0
0,0,0,0,3,98,0,0.06666667,0,0,3,2,6,7,1,2,0,0
0,0,1,36.33333,38,1663.683,0.005405405,0.02297297,0,0,3,2,2,4,1,2,0,0
4,43.5,0,0,39,930.3,0.001190476,0.01099773,0,0,3,4,5,1,3,2,1,0
0,0,0,0,21,1003,0,0.008333333,0,0,3,2,4,1,1,2,0,0
0,0,0,0,3,69,0,0.06666667,0,0,3,2,2,2,6,2,0,0
0,0,0,0,27,1199.726,0.007407407,0.01691358,9.028407,0,3,1,1,2,3,2,0,0
0,0,0,0,34,1524.058,0.01939394,0.0252829,11.77367,0,3,3,2,3,1,2,0,0
0,0,2,45,11,624,0.01538462,0.04615385,0,0,3,2,2,4,10,2,0,0
0,0,0,0,37,1229.767,0.005405405,0.01441441,0,0,3,2,2,1,3,2,1,0
0,0,0,0,13,972.6,0,0.007692308,0,0,3,2,2,3,10,2,0,0
5,159,0,0,17,438.4333,0.003030303,0.02727273,0,0,3,1,1,3,3,2,0,0
0,0,0,0,10,270,0,0.004,0,0,3,2,2,1,2,2,0,0
0,0,0,0,3,333,0,0.06666667,0,0,3,2,2,2,1,2,1,0
0,0,0,0,20,504.2333,0.01,0.02166667,0,0,3,3,2,1,1,2,0,0
0,0,0,0,27,845.5,0,0.007407407,0,0,3,4,1,1,11,2,1,0
1,54,1,237,16,744.5,0.01333333,0.03377778,0,0,3,2,2,6,2,2,0,0
0,0,0,0,21,1129,0.00952381,0.03809524,0,0,3,2,5,5,1,2,0,0
2,34,0,0,8,358,0,0.02,0,0,3,2,2,1,2,2,0,0
0,0,0,0,24,832,0,0.02028985,21.92521,0,3,2,6,6,1,2,0,0
0,0,0,0,4,36.5,0,0.05,0,0,3,2,2,7,1,2,0,0
0,0,0,0,7,157,0,0.01428571,0,0,3,3,2,1,2,2,0,0
3,36,0,0,9,71.33333,0,0.02,0,0,3,2,2,1,11,0,0,0
7,196,3,138.5,11,227.5,0,0.006666667,0,0,3,3,2,5,8,0,1,0
1,0,2,56,22,1054.31,0.004761905,0.02380952,0,0,3,1,1,1,1,2,0,0
0,0,0,0,6,308.1667,0.08333333,0.095,0,0,3,1,1,6,1,2,0,0
0,0,0,0,10,229.25,0,0.06,0,0,3,1,1,6,2,2,0,0
0,0,1,29,9,225.8333,0,0.02,0,0,3,2,2,1,3,2,1,0
2,21,1,26,22,326.5833,0.01818182,0.06666667,0,0,3,3,2,4,3,2,0,0
10,231,1,8,104,3486.69,0.003301887,0.01310497,0,0,3,2,10,1,1,2,1,0
0,0,0,0,8,863.3333,0,0.01458333,0,0,3,2,2,4,3,2,1,0
0,0,0,0,1,67,0.1,0.1333333,0,0,3,3,3,1,3,2,0,0
15,1011.361,2,171.5,54,1405.131,0,0.006127451,37.41814,0,3,3,2,3,2,0,1,0
6,60,2,61,23,1031.705,0,0.007111111,33.14785,0,3,4,2,9,10,2,1,1
0,0,0,0,24,917.0833,0.008333333,0.03194444,0,0,3,3,2,1,1,2,1,0
3,61,0,0,19,573.6571,0.0368421,0.04,0,0,3,1,1,2,1,2,0,0
0,0,0,0,5,94.5,0,0.04,0,0,3,2,2,1,1,2,0,0
0,0,0,0,13,238.1667,0,0.007692308,0,0,3,2,2,6,2,2,0,0
3,227,0,0,3,164,0,0.01333333,0,0,3,1,1,3,2,0,0,0
0,0,5,14,31,750.5905,0.007407407,0.03695767,0,0,3,2,2,1,2,2,0,0
1,464,0,0,19,1834.083,0.02,0.03125,0,0,3,2,2,2,10,2,0,0
0,0,0,0,19,606.8333,0.03157895,0.04824561,0,0,3,2,2,1,3,2,0,0
0,0,3,300,13,509.1214,0.006666667,0.002222222,40.7932,0,3,3,2,7,2,2,1,1
0,0,0,0,2,19,0,0.1,0,0,3,1,1,1,1,2,0,0
3,80.42857,0,0,61,5900.351,0,0.007213115,0,0,3,3,2,3,10,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,2,9,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,1,2,0,0
0,0,0,0,13,449.3333,0.006153846,0.04461539,0,0,3,2,5,1,3,2,0,0
0,0,0,0,12,200,0,0.04722222,0,0,3,2,2,1,2,2,1,0
3,61.5,0,0,16,946.1667,0,0.01052632,0,0,3,2,2,1,10,0,0,0
0,0,0,0,2,0,0.2,0.2,0,0,3,2,2,1,1,2,0,0
0,0,0,0,3,514,0,0.06666667,0,0,3,2,2,3,1,2,0,0
1,58,0,0,5,64,0,0.01666667,0,0,3,1,1,4,2,0,0,0
0,0,0,0,2,210,0,0.1,0,0,3,3,2,1,2,2,0,0
2,243,0,0,12,1180.5,0,0.007692308,0,0,3,1,1,1,9,2,0,0
0,0,0,0,9,771.5,0.02222222,0.04444444,0,0,3,1,1,6,1,2,0,0
1,4,0,0,37,1096.75,0,0.02017544,0,0,3,2,2,6,10,2,0,0
0,0,0,0,5,381.6667,0,0.02,0,0,3,1,1,3,2,2,0,0
9,210.6667,3,127,55,1509.594,0.006451613,0.02016129,14.68325,0,3,2,5,1,2,2,0,0
0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,0
0,0,0,0,0,0,0,0,0,0,3,2,4,5,1,2,0,0
0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,2,0,0
0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,2,0,0
1,156.1429,0,0,18,1181.198,0,0.04823529,0,0,3,3,2,4,1,2,0,0
2,0,0,0,17,1394.667,0,0.02976191,0,0,3,2,4,2,6,2,0,0
5,282,0,0,8,326,0,0.02222222,0,0,3,1,1,1,3,2,0,0
0,0,0,0,9,459.8308,0,0.001587302,0,0,3,3,2,8,2,2,1,0
3,512.8333,2,278,3,162,0,0.01428571,0,0,3,3,2,1,8,0,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,6,1,1,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,3,1,2,0,0
1,112,0,0,37,2043.5,0.005555556,0.01666667,12.35785,0,3,2,5,3,6,2,0,1
4,73.5,0,0,24,663.4667,0.002564103,0.004395604,0,0,3,3,2,1,1,2,0,0
3,184.6889,0,0,129,7669.251,0,0.009135204,0,0,3,2,2,8,13,2,0,0
5,75.16667,0,0,12,115.1667,0.02857143,0.04285714,0,0,3,2,2,8,1,2,0,0
0,0,0,0,11,296.45,0,0.007792208,0,0,3,3,2,6,2,2,0,0
0,0,0,0,56,2633.869,0.003703704,0.01666667,0,0,3,2,5,1,1,2,0,0
0,0,0,0,19,392,0.02105263,0.05263158,0,0,3,2,2,5,1,2,1,0
1,19,0,0,13,748.6667,0,0.02051282,0,0,3,1,2,6,3,2,0,0
6,302,0,0,18,834.6667,0.004761905,0.02126984,0,0,3,1,1,1,9,2,1,0
0,0,0,0,2,5,0,0.1,0,0,3,2,2,1,1,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,9,2,1,0
0,0,0,0,3,11,0.05,0.15,0,0,3,3,3,1,1,2,0,0
0,0,1,37,15,497.3333,0.0125,0.0375,0,0,3,1,1,2,1,2,0,0
10,117.3333,0,0,28,631.9897,0.01764706,0.02279412,10.16517,0,3,3,7,1,2,2,0,1
0,0,0,0,11,315.6,0,0.01818182,0,0,3,1,1,6,3,2,1,0
1,7,0,0,14,183.3333,0,0.006666667,0,0,3,2,2,3,10,2,0,0
1,0,0,0,8,192.1667,0,0.025,0,0,3,1,1,9,9,2,1,0
1,0,0,0,16,1296.6,0.02222222,0.03333333,13.28356,0,3,3,2,4,2,2,0,1
0,0,0,0,3,17,0.1,0.1111111,0,0,3,1,1,1,1,2,0,0
0,0,1,41,13,698,0,0.03214286,0,0,3,2,5,2,1,2,0,0
1,14,0,0,17,1093.143,0,0.02125,0,0,3,2,2,2,2,2,0,0
1,5,0,0,9,2397.5,0,0.02,0,0,3,4,1,3,3,2,0,0
2,107,0,0,3,56,0,0.04,0,0,3,1,1,3,2,0,0,0
1,31,3,62,11,196.2,0,0.01333333,0,0,3,2,2,1,10,2,0,0
0,0,0,0,3,39.66667,0,0.03333333,0,0,3,2,4,1,10,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,3,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,1,1,2,0,0
0,0,1,42,20,408.3333,0,0.003174603,33.47777,0,3,2,4,7,2,2,0,1
0,0,0,0,2,0,0.2,0.2,0,0,3,1,1,1,10,2,0,0
1,7,0,0,29,906.5667,0,0.006896552,0,0,3,4,1,1,2,0,1,0
0,0,0,0,4,149,0,0.05,0,0,3,2,2,1,2,2,0,0
0,0,0,0,30,1224.75,0,0.007142857,21.04864,0,3,2,4,2,2,0,0,1
0,0,0,0,1,0,0.2,0.2,0,0,3,2,4,1,1,2,0,0
2,52,1,17.66667,18,1262,0,0.00952381,0,0,3,2,2,1,2,0,0,0
0,0,0,0,12,207,0,0.03666667,0,0,3,2,2,3,2,2,0,0
1,19,0,0,7,115.6667,0,0.02857143,0,0,3,3,2,2,10,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,2,2,1,2,2,0,0
1,0,0,0,3,321.5,0.05,0.1,0,0,3,3,2,2,1,2,0,0
9,204.0833,0,0,63,3552.702,0,0.007,19.95572,0,3,1,2,8,8,0,0,1
2,151,0,0,19,716.3571,0.004761905,0.01587302,10.86926,0,3,1,1,7,1,2,1,1
6,98,0,0,12,343,0.01944444,0.03222222,0,0,3,1,2,1,2,2,1,0
6,52,1,24,56,3763.167,0.003389831,0.01480226,10.37042,0,3,2,2,1,1,2,0,1
0,0,0,0,7,272.5,0,0.03333333,0,0,3,1,1,6,2,0,1,0
0,0,0,0,3,81,0,0.06666667,0,0,3,1,1,1,1,2,0,0
4,600.4231,0,0,17,1883.827,0.00075188,0.01306133,0.1206999,0,3,2,2,1,8,2,0,1
0,0,0,0,7,251.6667,0.02857143,0.01142857,0,0,3,3,2,1,6,2,1,0
4,132,0,0,7,1413.333,0.036,0.02928571,0,0,3,3,2,7,8,2,0,0
0,0,0,0,3,79.5,0,0.03333333,0,0,3,3,2,2,2,2,0,0
3,23,0,0,6,83,0,0.01428571,0,0,3,2,2,6,2,0,0,0
2,20,0,0,17,584.5,0,0.01111111,0,0,3,2,2,9,2,2,0,0
3,39,0,0,30,940.8333,0.01212121,0.02424242,0,0,3,1,8,3,3,2,0,0
2,152.8333,0,0,20,791.6667,0.01111111,0.01666667,41.35007,0,3,1,1,1,2,0,0,1
0,0,0,0,77,4346.542,0.003070175,0.02309942,0,0,3,4,1,1,2,2,0,0
0,0,0,0,5,50.5,0,0.04,0,0,3,2,2,1,1,2,1,0
0,0,0,0,6,74,0,0.02,0,0,3,2,4,6,8,2,0,0
0,0,0,0,8,83,0.05714286,0.09523809,0,0,3,1,2,2,1,2,0,0
4,16.66667,0,0,68,2593.742,0.002941176,0.01284314,0,0,3,2,2,4,8,2,0,0
0,0,0,0,6,59,0,0.03333333,0,0,3,2,2,1,2,2,0,0
2,197,4,219,53,1518.761,0.007272727,0.005454545,0,0,3,1,1,6,2,2,1,0
0,0,0,0,6,62,0,0.04,0,0,3,2,2,1,1,2,0,0
0,0,0,0,30,365.4,0.02758621,0.03586207,0,0,3,3,2,6,1,2,0,0
2,15,0,0,7,50.5,0,0.02857143,0,0,3,2,2,1,3,2,0,0
0,0,0,0,12,468,0.01666667,0.03333333,0,0,3,4,1,4,3,2,0,0
5,710.3333,0,0,23,7533.273,0,0.007407407,0,0,3,2,2,1,2,2,0,0
4,84,0,0,35,1059,0,0.005882353,0,0,3,2,2,3,2,0,0,0
0,0,0,0,5,52,0,0.02,0,0,3,2,4,7,2,2,0,0
3,151,0,0,6,892,0,0.01851852,0,0,3,3,2,3,3,2,1,0
4,83.5,0,0,9,430.5,0,0.01538462,0,0,3,2,2,1,2,0,0,0
0,0,0,0,17,132.6333,0.01176471,0.007843137,0,0,3,1,1,1,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,1,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,3,2,0,0
0,0,0,0,14,363.3182,0.01428571,0.02380952,0,0,3,1,1,1,3,2,0,0
0,0,0,0,3,73,0,0.06666667,0,0,3,2,4,1,7,2,0,0
0,0,0,0,8,612,0,0.01428571,0,0,3,3,3,1,2,0,1,0
9,848.1429,4,388.6667,33,595.0095,0,0.004651163,0,0,3,2,2,1,10,0,0,0
0,0,0,0,6,495,0,0.02,77.96,0,3,1,2,9,2,2,1,1
0,0,0,0,4,49.5,0,0.01666667,0,0,3,2,2,9,2,2,0,0
3,130.8333,1,109,47,1813.208,0,0.002083333,0,0,3,2,2,3,2,2,1,0
0,0,0,0,9,218,0,0.03333333,0,0,3,2,2,6,3,2,1,0
0,0,0,0,4,102,0,0.05,0,0,3,2,2,3,2,2,0,0
2,27,0,0,23,1278.091,0,0.008333333,0,0,3,2,2,2,2,0,1,0
0,0,0,0,3,25,0,0.06666667,0,0,3,1,1,4,1,2,0,0
0,0,2,445,38,996.5167,0.000854701,0.01654457,0,0,3,2,2,3,2,2,0,0
0,0,0,0,6,69.5,0,0.03333333,0,0,3,2,2,7,1,2,0,0
0,0,0,0,40,1530.248,0.005128205,0.02979582,0,0,3,3,2,1,2,2,0,0
2,12,0,0,43,2595.281,0.009090909,0.02537879,0,0,3,2,4,7,1,2,0,0
0,0,0,0,12,471.5,0.01666667,0.06666667,0,0,3,1,1,6,3,2,0,0
11,281.631,0,0,54,923.6757,0,0.01226187,5.150664,0,3,1,1,7,2,2,0,0
0,0,0,0,10,153,0.02,0.04,0,0,3,1,1,4,1,2,1,0
9,160,0,0,48,3946.008,0.007272727,0.01151515,20.32388,0,3,2,6,1,8,2,1,1
0,0,0,0,26,648.4,0,0.018,0,0,3,1,1,1,3,2,1,0
0,0,0,0,5,56,0.04,0.08,0,0,3,2,4,1,1,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,3,2,3,2,2,0,0
0,0,0,0,21,263,0.00952381,0.03095238,0,0,3,2,6,1,3,2,0,0
0,0,0,0,6,193,0,0.03333333,0,0,3,4,1,3,3,2,1,0
0,0,0,0,3,38,0.1,0.1222222,0,0,3,3,2,1,1,2,0,0
0,0,0,0,8,116,0.025,0.1,0,0,3,2,4,5,1,2,0,0
3,31.33333,0,0,33,1077.869,0.0015625,0.01953125,0,0,3,3,2,6,2,2,0,0
0,0,0,0,5,266.3333,0.04,0.08,0,0,3,3,2,1,3,2,0,0
0,0,0,0,3,17,0,0.03333333,0,0,3,1,1,1,3,2,0,0
0,0,0,0,3,67.5,0,0.06666667,0,0,3,1,1,3,3,2,1,0
3,81,1,0,28,499.6667,0,0.02222222,0,0,3,2,6,1,1,2,0,0
1,5.5,0,0,7,286,0.025,0.05,0,0,3,2,2,6,1,2,0,0
4,81,0,0,8,112.7286,0,0.02,0,0,3,2,2,2,1,2,0,0
1,18,0,0,24,1571,0,0.01666667,0,0,3,2,2,2,3,2,0,0
0,0,0,0,11,241,0,0.01818182,0,0,3,2,2,5,1,2,0,0
0,0,0,0,11,187,0.03181818,0.06818182,0,0,3,2,2,1,1,2,0,0
3,91,2,338,11,451,0,0.006666667,45.7504,0,3,2,2,1,10,0,0,1
2,85.5,0,0,42,1741.483,0,0.002051282,27.12804,0,3,2,10,1,1,2,0,0
1,42,2,80.5,46,838.6833,0,0.01541667,0,0,3,2,2,1,10,2,0,0
5,36.33333,3,53,22,406,0.002564103,0.01346154,0,0,3,4,1,1,1,2,0,0
0,0,0,0,18,437.1875,0.01111111,0.006878307,0,0,3,1,1,7,9,2,1,0
2,33,0,0,28,898.5,0,0.01333333,0,0,3,2,10,6,10,2,0,0
0,0,0,0,19,215.75,0,0.02105263,0,0,3,2,2,3,10,2,0,0
7,110.25,0,0,20,266.5833,0.01111111,0.03975309,0,0,3,2,2,1,2,2,0,0
0,0,0,0,6,546,0,0.04,35.49,0,3,2,2,3,1,2,0,1
0,0,0,0,16,2156,0.01875,0.03541667,0,0,3,2,2,3,1,2,0,0
0,0,0,0,17,557.1667,0.02352941,0.0495098,0,0,3,3,2,1,1,2,0,0
2,27,1,35,19,461.05,0.01666667,0.02619048,16.33943,0,3,3,2,1,1,2,0,0
0,0,0,0,18,1473.333,0.01111111,0.04444444,0,0,3,1,1,1,2,2,0,0
4,155.5,0,0,13,474.8333,0,0.00625,0,0,3,3,2,1,1,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,4,1,2,0,0
0,0,0,0,6,212,0.02666667,0.03968254,0,0,3,3,2,3,1,2,0,0
5,487.5,0,0,11,500,0,0.01538462,0,0,3,1,8,1,11,0,0,0
0,0,3,56,10,369,0,0.01666667,0,0,3,1,1,4,2,0,1,0
0,0,0,0,5,136.6667,0.02,0.12,0,0,3,3,2,1,10,2,1,0
0,0,0,0,10,243.2,0.02,0.04,0,0,3,2,2,4,1,2,0,0
0,0,0,0,12,459,0,0.02,0,0,3,2,4,3,1,2,0,0
5,376.8,3,105.6667,6,441.4667,0,0.003333333,0,0,3,2,2,1,1,2,0,0
4,985.5,4,308,6,328,0,0.01538462,0,0,3,2,2,3,2,0,0,0
0,0,0,0,3,36,0,0.03333333,0,0,3,2,2,1,2,2,0,0
0,0,0,0,20,518.6667,0,0.01111111,0,0,3,2,2,2,1,2,0,0
7,606,1,33,26,631.4583,0,0.007142857,0,0,3,1,1,7,2,2,0,0
11,1640.591,0,0,16,1849.833,0,0.01363636,10.78136,0,3,1,1,2,3,2,0,0
1,0,0,0,8,436,0,0.02222222,0,0,3,2,4,6,1,2,1,0
0,0,0,0,5,132,0,0.04,0,0,3,1,1,1,1,2,1,0
2,63,0,0,35,850.3333,0,0.005405405,0,0,3,2,2,3,2,0,1,0
11,228.0278,1,32,17,457.7957,0.007258065,0.04435135,0,0,3,1,2,9,8,2,0,0
0,0,0,0,5,143,0,0.04,0,0,3,2,4,1,1,2,0,0
6,136.5556,0,0,59,3224.819,0.002985075,0.01192371,8.567427,0,3,2,4,2,2,2,1,1
3,76,0,0,24,1038.845,0,0.008333333,0,0,3,2,2,4,3,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,1,2,0,0
0,0,0,0,6,216,0,0.03333333,0,0,3,2,4,7,10,2,0,0
2,11,0,0,20,363.6667,0.01,0.01666667,0,0,3,2,2,1,3,2,1,0
1,0,0,0,17,1314.25,0.04583333,0.1,0,0,3,2,2,7,1,2,0,0
0,0,0,0,5,146,0.1466667,0.1866667,0,0,3,3,2,7,3,2,0,0
0,0,0,0,8,228,0,0.02857143,0,0,3,4,1,3,2,2,0,0
0,0,0,0,2,0,0.2,0.2,0,0,3,2,2,1,1,2,0,0
0,0,0,0,11,419.75,0,0.006060606,0,0,3,2,2,6,1,2,0,0
0,0,0,0,15,270,0.02857143,0.03571429,0,0,3,2,2,7,1,2,0,0
1,1.333333,0,0,32,395.2222,0.006060606,0.01111111,0,0,3,2,4,1,2,2,1,0
0,0,0,0,4,9,0.1,0.15,0,0,3,3,2,3,1,2,0,0
0,0,0,0,17,945.0109,0.006334842,0.02388956,0,0,3,3,2,3,10,2,0,0
0,0,0,0,3,90,0,0.06666667,0,0,3,1,2,5,10,2,0,0
0,0,1,55,9,936.8333,0,0.02222222,53.25533,0,3,1,1,1,2,2,1,1
0,0,0,0,3,8,0,0.06666667,0,0,3,2,2,6,1,2,0,0
0,0,0,0,20,447.5,0.02,0.04,0,0,3,2,2,1,1,2,0,0
5,310,1,73,16,416.4,0,0.01111111,0,0,3,1,1,1,2,2,1,0
5,1417.5,0,0,36,1051.248,0,0.002293202,0,0,3,2,2,5,2,2,1,0
3,960,0,0,10,1218,0,0.01818182,0,0,3,2,5,1,2,0,0,0
2,18,0,0,15,756.3333,0.0125,0.0625,29.24325,0,3,2,10,3,1,2,0,1
0,0,0,0,5,210,0.12,0.16,0,0,3,1,10,1,1,2,0,0
2,52,0,0,24,427.0833,0.02638889,0.05972222,0,0,3,2,2,1,1,2,0,0
0,0,0,0,2,31,0,0.025,0,0,3,3,2,3,3,2,0,0
0,0,0,0,4,388,0.05,0.075,0,0,3,2,2,6,1,2,0,0
0,0,0,0,4,151.5,0,0.05,0,0,3,3,2,1,1,2,0,0
2,18.33333,0,0,36,1387.606,0.005263158,0.0254386,0,0,3,2,2,8,1,2,1,0
5,106,0,0,30,1418,0,0.01034483,0,0,3,2,2,3,2,0,0,0
6,91.88889,0,0,25,437.2222,0.02857143,0.035,0,0,3,3,2,1,1,2,1,0
3,18,0,0,14,411.5,0,0.02352941,0,0,3,2,2,8,2,2,0,0
2,36,0,0,13,142,0,0.01333333,0,0,3,4,2,4,8,2,0,0
0,0,1,28,13,474.6667,0,0.01428571,33.41,0,3,2,2,1,6,2,0,1
2,17,0,0,20,1415.625,0.01269841,0.0447619,32.57831,0,3,3,3,1,10,2,0,0
0,0,0,0,1,0,0,0.2,0,0,3,2,2,5,1,2,0,0
7,139.5,0,0,30,1448.752,0.006060606,0.01287879,0,0,3,1,2,3,2,0,0,0
0,0,0,0,3,96.5,0,0.02222222,0,0,3,1,1,1,3,2,1,0
4,178,2,209,17,2777.667,0,0.009090909,0,0,3,3,2,7,1,2,0,0
3,180,0,0,12,1436.5,0,0.01333333,27.75905,0,3,2,2,2,2,2,1,1
2,107.3333,0,0,8,224,0,0.01,0,0,3,1,2,7,2,2,1,0
4,52,1,7,46,3087,0.003773585,0.02138365,16.94644,0,3,2,2,3,8,2,0,1
2,211,1,58,71,3424.583,0.001315789,0.015,0,0,3,2,2,5,3,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,3,3,2,0,0
0,0,2,46,9,546,0,0.02,0,0,3,2,6,1,2,2,0,0
1,4,0,0,43,1418.5,0,0.01818182,0,0,3,4,1,2,3,2,1,0
1,69,0,0,8,423,0,0.025,28.05094,0,3,2,4,1,8,0,0,1
4,183.25,1,21,20,651.4,0,0.004166667,0,0,3,1,1,1,2,2,0,0
2,55,0,0,6,249.5,0,0.03333333,0,0,3,2,2,7,2,0,0,0
0,0,0,0,11,337,0.04545454,0.06181818,0,0,3,1,1,9,3,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,1,3,2,1,0
0,0,0,0,26,1377.77,0,0.008,92.48221,0,3,2,2,7,2,2,0,1
0,0,1,83,16,223,0,0.02352941,0,0,3,2,2,1,2,2,0,0
1,3,2,373,6,66.83333,0,0.0125,0,0,3,2,4,1,8,0,0,0
1,613.6667,0,0,4,957,0.1619048,0.0962987,0,0,3,3,2,8,10,2,0,0
0,0,0,0,2,135,0,0.1,0,0,3,1,1,1,2,2,0,0
0,0,0,0,36,1166.726,0,0.025,4.599,0,3,1,1,1,3,2,1,1
2,11.92308,2,139,80,4099.737,0.004117063,0.005279668,16.8807,0,3,3,2,1,2,2,1,1
1,0,0,0,4,31,0,0.05,0,0,3,2,2,2,10,2,1,0
1,8,1,101,12,205.9762,0.01538462,0.02435897,0,0,3,2,4,3,1,2,0,0
1,7,7,141,25,1644,0.002150538,0.0188172,0,0,3,2,4,1,10,2,0,0
2,102,0,0,4,268,0,0.01333333,0,0,3,2,2,1,3,2,1,0
0,0,0,0,8,158.5,0,0.05,0,0,3,1,1,1,3,2,1,0
1,7,0,0,11,298,0,0.006666667,0,0,3,3,2,3,3,2,1,0
3,1499.571,1,186,31,2905.944,0,0.01021505,0,0,3,2,6,7,1,2,0,0
0,0,0,0,41,419,0.01300813,0.03495935,0,0,3,2,2,1,3,2,0,0
0,0,0,0,5,279,0,0.04,0,0,3,2,2,2,1,2,0,0
1,0,0,0,43,1286.689,0.004545455,0.03026612,4.289293,0,3,3,2,1,6,2,0,0
1,74,0,0,49,1616.083,0.004,0.016,0,0,3,2,2,6,1,2,0,0
2,1223,4,416,21,2755.671,0.004545455,0.02757576,0,0,3,3,2,1,2,2,1,0
0,0,0,0,26,655.7833,0.003846154,0.01378205,0,0,3,1,1,8,3,2,0,0
4,206.3333,0,0,20,917.35,0,0.008333333,23.83323,0,3,4,2,1,2,2,1,1
3,67,0,0,12,353,0,0.01538462,0,0,3,2,2,3,2,0,0,0
0,0,0,0,2,27,0,0.1,0,0,3,4,1,4,2,2,0,0
0,0,0,0,2,0,0.2,0.2,0,0,3,1,1,1,1,2,0,0
3,242,0,0,12,286,0,0.01428571,0,0,3,1,1,1,2,0,1,0
0,0,0,0,6,835.8333,0.03333333,0.06666667,0,0,3,1,1,1,1,2,0,0
7,217.8333,1,23.5,18,338.1273,0,0.01439394,0,0,3,3,2,1,10,2,0,0
0,0,0,0,2,22,0,0.1,0,0,3,2,2,1,1,2,0,0
2,136.6667,1,9.5,20,1572.571,0,0.01587302,0,0,3,3,2,3,1,2,0,0
12,739.2092,1,16,21,1321.059,0.009032258,0.02513336,78.3456,0,3,2,2,1,8,2,0,1
0,0,0,0,2,0,0.2,0.2,0,0,3,1,2,1,1,2,0,0
0,0,0,0,2,187,0.1,0.15,0,0,3,3,2,1,3,2,0,0
4,33,0,0,19,502.4583,0,0.01190476,0,0,3,2,2,1,1,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,3,1,1,8,1,2,0,0
3,14,0,0,20,1424.929,0.01,0.02222222,0,0,3,2,2,1,1,2,0,0
4,68.5,2,845,82,2448.784,0.000374532,0.008907697,6.506831,0,3,1,1,2,2,2,0,1
5,91.83333,0,0,32,1480.667,0,0.006857143,0,0,3,1,1,1,3,2,1,0
1,31,0,0,6,25.5,0.06666667,0.08333333,0,0,3,3,2,3,1,2,0,0
0,0,0,0,5,236,0,0.04,0,0,3,1,1,6,1,2,0,0
