MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,PayRate,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,TermReason,EmploymentStatus,Department,ManagerName,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount
0,2,1,5,5,3,0,18,1,19,21,10,122,1977-07-15,0,0,2,0,5,2012-09-24,1,4,3,17,13,1,5,5,0
0,0,0,1,5,3,0,16,0,19,21,10,123,1951-01-02,1,3,2,0,5,2014-09-29,3,0,3,17,18,1,5,4,0
0,0,0,2,5,3,0,19.75,0,19,21,10,23,1987-04-10,1,3,2,0,5,2016-07-06,2,1,3,17,11,1,4.12,5,0
0,0,1,4,5,2,0,17,1,19,21,10,70,1983-09-02,0,3,2,0,5,2012-04-02,4,3,3,17,22,2,5,4,0
1,1,0,1,5,3,0,19,0,19,21,10,80,1990-10-01,1,1,2,0,2,2015-03-30,3,0,3,17,17,1,3.73,3,0
1,1,0,1,5,3,0,24,0,19,21,10,68,1977-03-23,1,1,2,0,5,2011-11-28,3,0,3,17,22,1,4.2,4,0
1,1,1,5,5,4,0,17,1,19,21,10,106,1959-08-19,0,1,2,0,5,2011-11-07,11,4,3,17,10,0,1.65,4,0
0,0,1,1,5,3,0,19,0,19,21,10,32,1976-01-19,0,3,2,0,5,2013-09-30,3,0,3,17,0,1,3.07,4,0
1,1,0,5,5,3,0,15.25,1,19,21,10,31,1981-03-26,1,1,2,0,5,2011-07-05,17,4,3,17,8,1,3.18,4,0
0,0,0,1,5,3,0,20,0,19,21,10,101,1976-09-22,1,3,2,0,5,2015-03-30,3,0,3,17,10,1,5,4,0
0,0,1,1,5,2,0,22,0,19,21,10,14,1979-11-24,0,3,2,0,2,2014-02-17,3,0,3,17,9,2,4.25,3,0
0,2,1,5,5,3,0,21,1,19,21,10,116,1984-12-31,0,0,2,0,5,2011-09-26,11,4,3,17,16,1,3.8,5,0
0,0,1,5,5,3,0,21,1,19,21,10,81,1974-12-21,0,3,2,0,5,2009-01-05,14,4,3,17,22,1,1.53,5,0
1,1,1,1,5,3,0,19,0,19,21,10,122,1982-10-07,0,1,2,1,5,2015-01-05,3,0,3,17,22,1,4.36,5,0
0,0,0,2,5,3,0,20,0,19,21,10,65,1985-04-06,1,3,2,0,5,2015-07-05,2,1,3,17,11,1,3.21,3,0
0,2,0,5,5,3,0,16,1,19,21,10,86,1989-09-08,1,0,2,0,5,2011-07-11,16,4,3,20,22,1,5,4,0
0,0,1,3,5,3,0,17,0,19,21,10,109,1979-04-06,0,3,2,0,1,2013-07-08,3,2,3,20,9,1,1.09,4,0
0,0,1,1,5,3,0,22,0,19,21,10,26,1983-08-24,0,3,2,0,5,2013-07-08,3,0,3,20,11,1,3.8,5,0
1,1,1,5,5,3,0,23.5,1,19,21,10,22,1977-10-31,0,1,2,0,5,2011-05-16,17,4,3,20,0,1,5,4,0
1,1,0,5,5,3,0,20,1,19,21,10,89,1955-04-14,1,1,2,0,5,2011-11-07,10,4,3,20,18,1,3.13,3,0
1,1,1,5,5,2,1,15,1,19,21,10,52,1974-08-09,0,1,2,0,2,2012-04-02,10,4,3,20,3,2,3.97,4,0
0,0,0,5,5,3,0,19.75,1,19,21,10,98,1952-08-18,1,3,2,0,5,2012-01-09,15,4,3,20,10,1,4.64,4,0
1,1,0,5,5,3,0,22,1,19,21,10,87,1973-12-08,1,1,2,0,5,2011-09-26,11,4,3,20,18,1,3.6,5,0
0,0,0,5,5,4,1,19,1,19,21,10,25,1973-02-14,1,3,2,1,4,2011-11-07,1,4,3,20,3,0,5,4,0
0,0,1,5,5,3,1,18,1,19,21,10,61,1989-05-02,0,3,2,0,2,2011-09-26,16,4,3,20,3,1,2.61,3,0
0,0,1,5,5,2,0,24,1,19,21,10,111,1988-03-17,0,3,2,0,2,2011-01-10,5,4,3,20,18,2,3.54,5,0
1,1,0,1,5,4,0,22,0,19,21,10,88,1973-01-12,1,1,2,0,1,2011-11-28,3,0,3,20,18,0,4.36,5,0
0,0,0,3,5,3,0,15.2,0,19,21,10,93,1975-03-10,1,3,2,0,1,2013-09-30,3,2,3,20,18,1,5,5,0
1,1,0,5,5,3,1,15,1,19,21,10,20,1975-04-03,1,1,1,0,4,2009-04-27,1,4,3,20,3,1,2.52,5,0
0,0,1,5,5,3,0,23,1,19,21,10,43,1987-05-24,0,3,2,1,5,2011-01-10,7,4,3,20,11,1,5,5,0
0,0,0,1,5,3,0,25,0,20,22,10,81,1980-03-02,1,3,2,0,2,2012-03-05,3,0,3,1,4,1,4.51,4,0
0,0,1,5,5,3,0,29,1,20,22,10,79,1981-10-01,0,3,2,1,5,2011-05-16,7,4,3,1,19,1,4.76,5,0
0,2,0,5,5,3,0,23,1,20,22,10,11,1976-09-22,1,0,2,0,5,2011-02-21,17,4,3,1,18,1,3.72,3,0
1,1,0,5,5,3,0,23,1,20,22,10,89,1986-12-10,1,1,2,0,4,2011-07-05,1,4,3,1,11,1,5,4,0
1,1,0,5,5,2,0,28,1,20,22,10,114,1989-07-18,1,1,2,0,1,2011-07-05,17,4,3,1,10,2,1.03,5,0
0,0,0,5,5,3,0,22,1,20,22,10,19,1985-03-15,1,3,2,0,5,2011-01-10,17,4,3,1,20,1,1.3,3,0
1,1,0,5,5,3,0,25,1,20,22,10,13,1981-08-31,1,1,2,0,5,2011-05-16,17,4,3,4,22,1,1.16,5,0
1,1,1,5,5,1,1,29,1,20,22,10,69,1964-10-12,0,1,2,0,2,2010-04-26,5,4,3,4,3,3,4.35,3,0
0,0,0,1,5,4,0,25,0,20,22,10,69,1969-09-08,1,3,2,0,5,2014-07-07,3,0,3,4,17,0,1.51,3,0
0,0,1,5,5,1,0,25,1,20,22,10,114,1985-06-29,0,3,2,0,5,2011-08-15,17,4,3,4,9,3,5,2,0
1,1,0,1,5,3,0,26,0,20,22,10,49,1979-03-10,1,1,0,0,1,2012-04-02,3,0,3,4,9,1,2.61,3,0
0,0,1,5,5,4,0,29,1,20,22,10,47,1958-11-07,0,3,2,0,5,2013-01-07,15,4,3,4,17,0,1.67,3,0
1,1,1,5,5,3,0,26,1,20,22,10,86,1978-11-25,0,1,2,0,5,2010-08-30,5,4,3,6,14,1,1.3,4,0
1,1,0,3,5,3,0,24.25,0,20,22,10,31,1986-05-25,1,1,2,0,5,2014-05-12,3,2,3,6,17,1,2.04,3,0
0,2,0,5,5,3,0,22,1,20,22,10,57,1979-07-25,1,0,2,0,1,2013-01-07,1,4,3,6,5,1,4.52,3,0
1,1,1,1,5,3,0,27,0,20,22,10,3,1992-08-17,0,1,2,0,5,2011-11-07,3,0,3,6,17,1,2.67,3,0
0,2,0,5,5,3,0,26,1,20,22,10,35,1981-09-05,1,0,0,0,5,2011-09-26,16,4,3,6,18,1,2.19,4,0
0,0,0,1,5,3,0,22,0,20,22,10,97,1985-04-20,1,3,2,0,5,2014-09-29,3,0,3,6,11,1,3.4,4,0
0,0,0,5,5,3,0,26,1,20,22,10,95,1967-01-16,1,3,2,0,5,2011-01-10,5,4,3,8,18,1,1.38,5,0
1,1,0,1,5,3,0,27,0,20,22,10,24,1978-09-22,1,1,2,0,2,2014-07-07,3,0,3,8,17,1,1.49,5,0
0,0,0,2,5,3,0,25,0,20,22,10,40,1984-03-11,1,3,2,0,5,2016-06-06,2,1,3,8,20,1,2.92,5,0
0,0,0,1,5,4,0,26.1,0,20,22,10,98,1982-03-28,1,3,2,0,2,2013-08-19,3,0,3,8,5,0,1.64,4,0
0,0,0,1,5,3,0,26.39,0,20,22,10,1,1985-11-23,1,3,2,0,5,2014-11-10,3,0,3,8,5,1,4.53,5,0
0,0,1,1,5,4,0,22,0,20,22,10,47,1963-10-30,0,3,2,0,5,2014-09-29,3,0,3,8,16,0,2.41,3,0
1,1,0,5,5,3,0,28.75,1,20,22,10,70,1953-05-24,1,1,2,0,5,2011-05-16,1,4,3,8,18,1,3.93,3,0
1,1,0,2,5,4,0,27,0,20,22,10,80,1966-04-17,1,1,2,0,5,2016-07-21,2,1,3,13,4,0,2.7,3,0
0,3,0,5,5,3,0,29,1,20,22,10,100,1951-02-25,1,2,2,0,2,2011-04-04,11,4,3,13,18,1,4.62,5,0
0,0,1,1,5,3,0,24,0,20,22,10,85,1988-08-10,0,3,2,1,5,2013-11-11,3,0,3,13,11,1,5,3,0
0,0,0,5,5,3,0,24,1,20,22,10,40,1972-08-27,1,3,2,0,5,2011-01-10,7,4,3,13,10,1,5,3,0
1,1,1,3,5,3,0,22,0,20,22,10,15,1979-03-19,0,1,2,0,5,2013-07-08,3,2,3,13,7,1,4,3,0
0,0,1,3,5,3,1,26,0,20,22,10,68,1976-12-03,0,3,2,0,3,2012-01-09,3,2,3,13,3,1,2.5,4,0
1,1,1,1,5,3,0,29,0,20,22,10,52,1986-04-26,0,1,2,0,5,2010-08-30,3,0,3,13,10,1,2.08,3,0
1,1,1,1,5,3,0,26,0,20,22,10,33,1977-08-19,0,1,2,0,5,2011-04-04,3,0,3,14,1,1,3.25,5,0
1,1,0,5,5,3,0,24,1,20,22,10,87,1983-11-08,1,1,2,0,5,2011-04-04,5,4,3,14,22,1,3.66,3,0
0,2,0,1,5,4,0,22.5,0,20,22,10,23,1986-11-06,1,0,2,0,0,2011-07-05,3,0,3,14,9,0,4.6,4,0
0,0,0,1,5,3,0,26,0,20,22,10,82,1987-05-21,1,3,2,0,5,2015-03-30,3,0,3,14,11,1,5,5,0
1,1,0,5,5,4,0,29,1,20,22,10,31,1986-08-17,1,1,2,0,5,2011-05-16,11,4,3,14,16,0,1.79,5,0
0,0,1,1,5,3,0,22,0,20,22,10,112,1976-02-10,0,3,2,0,2,2014-08-18,3,0,3,14,4,1,3.11,5,0
1,1,0,5,5,3,0,29,1,20,22,10,22,1988-09-19,1,1,2,0,5,2011-07-05,7,4,3,15,11,1,3.02,3,0
0,0,1,1,5,3,0,25,0,20,22,10,111,1979-09-14,0,3,0,0,4,2011-11-07,3,0,3,15,11,1,3.96,4,0
0,3,0,3,5,3,0,27,0,20,22,10,24,1983-12-08,1,2,2,0,0,2013-09-30,3,2,3,15,22,1,2.57,5,0
1,1,1,5,5,3,0,28,1,20,22,10,67,1984-05-09,0,1,2,0,5,2012-04-02,11,4,3,15,22,1,1.84,3,0
0,0,0,1,5,4,0,25,0,20,22,10,67,1970-04-24,1,3,2,0,2,2013-05-13,3,0,3,15,0,0,2.55,3,0
1,1,1,5,5,3,0,22,1,20,22,10,77,1972-07-03,0,1,2,0,5,2011-07-05,1,4,3,15,5,1,2.48,5,0
0,0,1,1,5,3,0,24.25,0,20,22,10,22,1985-05-11,0,3,2,0,5,2014-07-07,3,0,3,15,20,1,4.07,4,0
0,0,0,1,5,2,0,27,0,20,22,10,88,1990-09-21,1,3,2,0,5,2011-04-04,3,0,3,17,10,2,1.16,3,0
0,3,0,1,5,1,0,24,0,20,22,10,73,1989-08-25,1,2,2,0,5,2014-07-07,3,0,3,17,16,3,4.59,1,0
1,1,0,5,5,3,0,28,1,20,22,10,106,1984-02-16,1,1,1,0,5,2011-08-15,14,4,3,17,5,1,3.03,5,0
0,4,0,5,5,3,0,24,1,20,22,10,64,1976-12-26,1,4,2,0,5,2013-07-08,11,4,3,17,12,1,4.65,4,0
0,3,1,1,5,3,0,29,0,20,22,10,4,1974-12-01,0,2,2,0,2,2013-05-13,3,0,3,17,12,1,4.29,5,0
0,0,0,5,5,3,0,23,1,20,22,10,27,1987-11-25,1,3,2,0,5,2009-10-26,8,4,3,17,10,1,4.68,4,0
0,0,1,1,5,3,0,22,0,20,22,10,0,1983-07-28,0,3,2,0,5,2014-09-29,3,0,3,20,22,1,3.19,3,0
0,0,0,1,5,3,0,24,0,20,22,10,98,1987-09-27,1,3,2,0,2,2014-02-17,3,0,3,20,11,1,4,4,0
0,3,0,2,5,3,0,28,0,20,22,10,102,1992-05-07,1,2,2,0,5,2015-06-05,2,1,3,20,14,1,2.63,3,0
1,1,0,2,5,3,0,23,0,20,22,10,98,1976-08-25,1,1,2,0,5,2016-05-11,2,1,3,20,20,1,5,3,0
1,1,0,5,5,3,0,25,1,20,22,10,118,1952-02-11,1,1,2,0,1,2012-05-14,17,4,3,20,11,1,5,3,0
0,4,1,5,5,3,0,23,1,20,22,10,114,1975-09-16,0,4,2,0,5,2007-06-25,10,4,3,20,16,1,1.37,4,0
0,0,0,1,6,3,0,54,0,21,23,26,127,1990-04-19,1,3,2,0,5,2014-05-05,3,0,4,7,16,1,4.62,4,0
0,0,0,5,6,3,0,60.25,1,21,23,20,135,1989-11-11,1,3,2,0,5,2011-11-07,8,4,4,7,19,1,1.9,5,0
0,2,1,1,6,2,1,56,0,21,23,10,31,1984-08-16,0,0,2,0,2,2014-05-18,3,0,4,7,3,2,1.62,4,0
0,0,0,1,3,3,0,50.25,0,22,24,10,31,1987-06-14,1,3,2,0,1,2016-10-02,3,0,2,5,6,1,2.09,5,7
0,0,1,1,3,3,0,52.25,0,22,24,10,50,1970-04-25,0,3,2,0,1,2017-02-10,3,0,2,5,6,1,5,3,6
0,0,1,1,3,3,0,51,0,22,24,10,32,1981-07-08,0,3,2,0,1,2017-02-15,3,0,2,5,6,1,3.42,4,7
1,1,1,1,1,3,0,55,0,23,25,10,4,1984-06-10,0,1,2,0,5,2016-01-05,3,0,0,10,10,1,1.95,4,0
1,1,1,5,1,3,1,55,1,23,25,10,47,1984-11-06,0,1,0,0,2,2011-02-21,5,4,0,10,3,1,4.15,4,0
0,0,0,1,4,3,0,47.6,0,24,26,10,61,1979-05-24,1,3,2,0,5,2014-11-10,3,0,5,0,20,1,3.04,3,4
0,0,0,1,4,3,0,56,0,24,26,10,72,1987-04-05,1,3,2,0,5,2013-11-11,3,0,5,0,16,1,4.96,4,6
0,0,0,1,4,3,0,57.12,0,24,26,10,89,1979-07-05,1,3,2,0,2,2012-01-09,3,0,5,0,10,1,3.79,5,5
1,1,0,4,4,2,0,48.5,1,24,26,10,12,1987-05-15,1,1,2,0,2,2011-05-02,4,3,5,0,0,2,2.55,5,4
0,0,0,1,4,3,0,55.51,0,24,26,10,75,1987-11-07,1,3,2,0,1,2013-11-11,3,0,5,0,18,1,1.53,5,4
0,0,1,5,4,4,1,52.25,1,24,26,10,25,1979-02-20,0,3,2,0,1,2011-11-07,1,4,5,0,3,0,1.1,5,3
1,1,0,1,4,3,0,49.25,0,24,26,10,72,1986-07-24,1,1,2,0,5,2012-11-05,3,0,5,0,16,1,1.74,3,6
0,0,1,1,4,4,0,48,0,24,26,10,78,1983-05-06,0,3,2,0,5,2014-07-07,3,0,5,0,9,0,2.61,5,5
0,0,1,5,4,3,1,45.42,1,24,26,10,108,1983-06-14,0,3,1,0,2,2013-02-18,9,4,5,0,3,1,1.11,3,4
0,0,1,1,4,3,0,27,0,25,27,10,91,1966-11-22,0,3,2,0,5,2011-08-15,3,0,5,11,18,1,3.84,3,5
1,1,0,1,1,3,0,34.95,0,26,28,10,49,1979-04-16,1,1,2,2,5,2009-01-05,3,0,0,2,14,1,5,3,2
1,1,0,1,1,3,1,34.95,0,26,28,10,113,1987-04-04,1,1,2,0,1,2015-02-16,3,0,0,3,3,1,5,4,3
1,1,1,5,3,3,0,62,1,27,29,10,81,1975-05-05,0,1,2,0,5,2015-03-30,5,4,2,19,2,1,4.96,3,6
0,0,0,2,3,3,0,61.3,0,27,29,10,31,1986-06-06,1,3,2,0,2,2016-06-30,2,1,2,19,20,1,5,5,6
0,0,1,4,3,3,0,58.2,1,30,11,4,129,1964-07-30,0,3,2,0,2,2014-02-17,7,3,2,19,20,1,2.94,5,7
0,0,0,5,3,3,0,58.5,1,29,19,10,120,1973-05-27,1,3,2,1,5,2015-01-05,1,4,2,19,20,1,3.88,3,7
1,1,0,3,3,3,0,54.1,0,28,30,4,129,1952-01-18,1,1,2,0,5,2014-11-10,3,2,2,18,20,1,1.55,5,8
1,1,1,3,3,3,0,56.2,0,28,30,10,86,1986-04-23,0,1,2,0,5,2014-11-10,3,2,2,18,4,1,4.46,5,6
1,1,1,2,3,3,0,53.8,0,28,30,10,5,1983-02-09,0,1,2,0,1,2016-06-30,2,1,2,18,12,1,3.27,4,5
0,0,1,1,3,3,0,53,0,28,30,4,133,1965-09-09,0,3,2,0,5,2014-11-10,3,0,2,18,4,1,5,3,4
0,4,0,1,3,3,0,55.2,0,28,30,10,110,1978-05-02,1,4,2,0,1,2015-03-30,3,0,2,18,4,1,1.06,4,8
