Country,Year,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness__1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling
14,2009,1,67.4,232,1,0.17,27.48907,93,6,19.5,1,93,6.3,93,0.4,177.2345,714458,16.8,17.5,0,10.9
14,2008,1,67,234,1,0.21,302.6676,96,7,18.8,1,96,6.58,96,0.4,1795.181,795,17.1,17.8,0,10.5
14,2007,1,66.5,238,1,0.16,283.8062,95,11,18,1,93,5.88,95,0.3,1741.143,686958,17.3,18.1,0,10.1
14,2006,1,65.8,245,1,0.29,169.2024,95,2,17.4,1,96,5.27,95,0.3,1335.457,672228,17.5,18.3,0,9.6
14,2005,1,65,254,1,0.73,145.5965,95,11,16.7,1,95,5.28,95,0.3,1247.614,656639,17.8,18.6,0,9.2
14,2004,1,64.2,263,1,0.96,2.586698,89,3,16.1,1,9,4.41,89,0.3,197.4579,64282,18,18.8,0,8.8
14,2003,1,63.3,273,1,0.52,19.15664,95,0,15.5,1,96,4.9,95,0.2,997.7417,623434,18.3,19.1,0,8.4
14,2002,1,62.5,282,1,0.29,151.9755,83,27,14.9,1,89,7.75,86,0.1,885.6382,66399,18.6,19.4,0,8
14,2001,1,61.7,29,1,0.14,8.57403,89,756,14.4,1,88,5.91,88,0.1,87.93877,5896,18.9,19.6,0,7.6
14,2000,1,62,312,1,0.17,93.35873,98,418,13.9,1,98,6.91,92,0.1,765.8632,573416,19.2,19.9,0,7.3
15,2014,1,77.2,89,0,4.03,732.8662,89,3000,55.3,0,86,9.57,86,0.1,5193.949,35662,2.4,2.4,0.742,14.2
15,2013,1,77,9,0,4.12,75.61063,91,0,54.7,0,87,9.46,89,0.1,535.8655,364999,2.4,2.4,0.735,14.2
15,2012,1,76.8,92,0,4.61,693.8226,92,22,54.2,0,87,9.94,92,0.1,4716.673,36482,2.5,2.5,0.728,13.9
15,2011,1,76.9,92,0,4.64,7.959131,88,10,53.7,0,89,9.71,88,0.1,55.15683,3688865,2.6,2.5,0.711,13.4
15,2010,1,76.4,94,0,4.54,630.3884,89,45,53.1,0,9,9.58,89,0.1,4611.473,372284,2.6,2.6,0.717,13.3
15,2009,1,76.1,97,0,4.75,645.0213,9,22,52.6,0,9,9.64,9,0.1,4697.897,3746561,2.7,2.7,0.716,13.3
15,2008,1,76,98,0,5.13,66.04635,88,8,52.1,0,92,8.58,91,0.1,575.3166,3763599,2.8,2.7,0.71,13.1
15,2007,1,75.4,16,0,5.16,8.240356,94,166,51.5,0,95,8.37,95,0.1,418.2922,3774,2.8,2.8,0.703,12.9
15,2006,1,75.7,1,0,4.82,38.25414,9,17,51,0,91,8.28,87,0.1,344.3217,3779468,2.9,2.8,0.697,12.7
15,2005,1,75,12,0,4.56,45.71354,93,23,5.5,0,95,8.5,93,0.1,2968.412,378153,2.9,2.9,0,12.5
15,2004,1,75.5,99,0,4.25,3.479919,36,28,49.9,0,87,9.4,84,0.1,265.6427,3781287,3,3,0,12.3
16,2014,1,65.1,268,2,0.01,662.8022,95,1,37.3,2,96,5.41,95,2.3,7497.762,2168573,6.7,6.4,0.697,12.6
16,2013,1,64.2,286,2,0.01,1.117811,95,1,36.8,2,96,5.84,95,2.8,77.62578,212857,7,6.7,0.693,12.6
16,2012,1,63.4,3,2,0.01,12.83447,95,7,36.2,3,96,6.27,95,4.4,729.2315,289315,7.3,7,0.687,12.5
16,2011,1,62.2,325,2,5.76,668.9563,95,8,35.7,3,96,5.25,95,5.5,7645.215,251339,7.7,7.4,0.678,12.4
16,2010,1,61.1,349,2,5.99,547.0387,95,853,35.2,3,96,5.64,95,6.2,6346.156,214866,8,7.8,0.669,12.3
16,2009,1,59.2,393,2,5.01,426.7856,94,184,34.7,3,96,6.39,96,9,5185.73,1979882,8.4,8.2,0.661,12.2
16,2008,1,57.5,427,2,6.56,476.8626,94,0,34.2,3,96,5.55,96,12.7,5623.38,1946351,8.8,8.6,0.646,12.1
16,2007,1,56.9,436,2,6.21,512.5888,93,1,33.7,3,96,4.71,96,13.4,5714.479,1914414,9.2,9,0.63,12.1
16,2006,1,54.8,491,2,6.45,76.31868,93,6,33.2,3,96,4.93,96,14.4,5374.555,1884238,9.6,9.4,0.61,11.9
16,2005,1,51.7,566,2,6.37,629.8426,92,5,32.7,3,96,5.62,96,20.6,5351.254,1855852,1,9.9,0.593,11.9
16,2004,1,48.1,652,2,4.9,469.5824,91,1,32.2,4,96,5.56,96,28.4,4896.584,182933,1.5,1.4,0.58,11.8
16,2003,1,46.4,693,2,5.51,299.3671,9,59,31.6,4,96,4.65,96,31.9,4163.66,184339,1.9,1.8,0.567,11.8
16,2002,1,46,699,2,6.41,6.330007,88,7,31.1,4,97,6.47,97,34.6,355.6184,1779953,11.4,11.3,0.558,11.9
16,2001,1,46.7,679,2,5.48,306.9527,87,1,3.5,4,97,5.73,97,37.2,3128.978,1754935,11.8,11.8,0.56,11.8
16,2000,1,47.8,647,2,5.37,250.8916,86,2672,29.9,4,97,4.64,97,38.8,3349.688,172834,12.3,12.2,0.559,11.7
17,2014,1,74.8,144,44,7.32,83.16465,96,876,55.3,49,96,8.32,93,0.1,1226.617,2.421313e+007,2.7,2.7,0.747,15.2
17,2013,1,74.7,146,46,7.24,916.2708,96,220,54.5,52,96,8.48,97,0.1,12216.94,2248632,2.8,2.7,0.734,14.2
17,2012,1,74.5,148,49,7.55,843.1946,96,2,53.6,54,96,8.26,95,0.1,12291.47,256983,2.8,2.8,0.73,14.2
17,2011,1,74.1,152,51,7.58,1085,98,43,52.8,57,98,8.9,99,0.1,13167.47,1.986867e+008,2.9,2.8,0.724,14
17,2010,1,73.8,154,54,7.52,1111.191,96,68,52,61,99,8.27,99,0.1,11224.15,1.967963e+008,2.9,2.9,0.716,13.8
17,2009,1,73.6,157,57,7.33,564.5234,99,0,51.1,64,99,8.65,99,0.1,8553.385,1.94896e+008,3,2.9,0.714,13.8
17,2008,1,73.4,158,61,7.21,526.3781,96,0,5.3,68,99,8.24,99,0.1,8787.614,1.929793e+007,3,3,0.704,13.3
17,2007,1,73.3,159,65,7.19,394.9321,99,0,49.4,73,99,8.28,99,0.1,7313.558,1.912664e+007,3.1,3,0.7,13.5
17,2006,1,73,161,70,7.1,30.30375,99,57,48.6,79,99,8.36,99,0.1,586.146,1.891241e+007,3.1,3.1,0.698,13.8
17,2005,1,72.7,163,75,6.97,23.7637,98,6,47.8,85,99,8.27,99,0.1,477.1827,1.869174e+008,3.2,3.1,0.694,13.8
17,2004,1,72,17,81,6.85,186.609,96,0,46.9,93,99,7.7,99,0.1,3623.477,1.847385e+008,3.2,3.2,0.695,14
17,2003,1,71.8,172,88,6.95,15.85781,97,2,46.1,100,99,6.94,99,0.1,359.5876,1.824821e+008,3.3,3.3,0.699,14.8
17,2002,1,71.4,176,95,7,140.9825,92,1,45.3,109,99,7.13,99,0.1,2819.65,1815121,3.3,3.3,0.692,14.6
17,2001,1,71,179,103,7.13,149.4802,91,1,44.5,118,99,7.19,98,0.1,3146.952,1777567,3.4,3.4,0.685,14.3
17,2000,1,75,183,111,7.26,179.4777,94,36,43.7,127,99,7.3,98,0.1,3739.119,1.752876e+008,3.4,3.4,0.677,14.1
18,2014,0,74.3,138,1,12.03,153.14,95,0,65.1,1,88,8.44,88,0.1,7853.335,7223938,1.9,1.9,0.787,14.8
18,2013,0,74.1,14,1,12.06,149.6599,95,14,64.5,1,95,7.93,95,0.1,7674.866,7265115,1.9,1.9,0.781,14.4
18,2012,0,73.9,139,1,10.99,851.4507,95,1,63.9,1,95,7.11,95,0.1,7378.255,735888,1.9,1.9,0.778,14.3
18,2011,0,73.7,144,1,10.67,875.1495,96,157,63.3,1,95,6.88,95,0.1,7813.835,7348328,2,2,0.775,14.2
18,2010,0,73.4,147,1,10.8,766.4455,95,22004,62.7,1,94,7.24,94,0.1,6843.263,7395599,2,2,0.77,13.9
18,2009,0,73.2,152,1,10.93,661.5144,96,2249,62.1,1,94,6.78,94,0.1,6955.988,7444443,2,2.1,0.768,13.8
18,2008,0,72.9,155,1,10.98,107.9826,96,1,61.5,1,96,6.61,95,0.1,7296.122,7492561,2.1,2.1,0.761,13.8
18,2007,0,72.6,157,1,10.89,591.5101,95,1,6.9,1,95,6.41,95,0.1,5932.9,7545338,2.1,2.2,0.755,13.5
18,2006,0,72.2,161,1,10.39,508.6305,96,1,6.3,1,96,6.67,95,0.1,4513.136,76122,2.2,2.2,0.75,13.5
18,2005,0,72.1,16,1,10.48,456.3405,96,3,59.7,1,97,7.8,96,0.1,3893.69,7658972,2.2,2.3,0.745,13.5
18,2004,0,72.2,157,1,10.96,384.1473,94,0,59.1,1,94,7.9,95,0.1,3381.578,771686,2.3,2.3,0.738,13.3
18,2003,0,72,155,1,11.19,32.38616,96,0,58.6,1,96,7.43,96,0.1,271.4682,7775327,2.3,2.4,0.729,12.9
18,2002,0,71.8,157,1,10.2,33.26778,88,0,58.1,1,94,7.41,93,0.1,287.5348,7837161,2.4,2.4,0.723,12.9
18,2001,0,71.6,16,1,10.72,25.06263,93,8,57.5,1,94,7.23,94,0.1,1764.974,89142,2.4,2.5,0.713,12.9
18,2000,0,71.1,163,1,9.69,15.23573,94,46,57,1,94,6.7,93,0.1,169.2859,817172,2.5,2.5,0.709,12.9
19,2014,1,59.3,268,39,0.01,8.38634,91,343,18.8,63,91,4.96,91,0.6,75.14641,1.758598e+007,8.2,7.7,0.398,7.7
19,2013,1,59,27,40,4.64,88.9704,88,375,18.2,66,89,5.91,88,0.7,699.4528,1772723,8.4,7.9,0.392,7.5
19,2012,1,58.6,271,41,4.75,78.76987,9,7362,17.7,68,9,5.33,9,0.8,673.8227,1.657122e+007,8.6,8.1,0.384,7.2
19,2011,1,58.1,275,42,4.51,85.55593,91,860,17.1,71,9,5.17,91,0.9,666.8428,168194,8.8,8.4,0.377,6.7
19,2010,1,57.5,279,43,4.55,90.46018,91,2511,16.6,74,9,7.17,91,1,575.4465,1565217,9,8.6,0.365,6.3
19,2009,1,56.9,283,44,4.55,81.14305,92,54118,16.1,77,91,7.41,92,1.1,552.7456,1514199,9.3,8.8,0.356,5.9
19,2008,1,56.1,288,45,4.5,107.7988,93,395,15.6,80,92,6.77,93,1.5,569.7613,1.468973e+007,9.5,9.1,0.345,5.4
19,2007,1,55.3,293,46,4.58,73.92731,89,12,15.1,83,93,6.63,89,1.7,475.1112,1425221,9.8,9.3,0.334,4.9
19,2006,1,54.3,32,47,4.73,64.24025,76,125,14.6,86,94,6.58,86,2,422.6332,1.382918e+007,1,9.6,0.325,4.7
20,2014,1,59.1,297,22,0.01,41.25159,95,0,18.2,32,95,7.54,95,0.7,312.749,989179,7.4,7.3,0.404,10.6
20,2013,1,58.6,33,22,0.01,40.15128,96,0,17.6,32,96,8.3,96,1,282.7555,96186,7.4,7.4,0.398,10.5
20,2012,1,58,312,22,0.01,38.73171,96,49,17.1,33,96,8.21,96,1.2,265.2857,931971,7.5,7.5,0.393,10.3
20,2011,1,57.4,321,22,4.16,3.59598,96,129,16.6,33,95,8.58,96,1.5,26.47997,94358,7.6,7.6,0.385,9.9
20,2010,1,56.8,33,23,4.16,31.14188,96,495,16.1,34,94,8.82,96,1.9,231.1943,876693,7.7,7.7,0.361,9.3
20,2009,1,56.2,338,23,4.05,2.030495,94,305,15.7,34,96,6.96,94,2.4,24.94465,848931,7.8,7.8,0.336,8.6
20,2008,1,55.3,35,23,4.33,15.99415,92,173,15.2,35,89,7.86,92,2.9,196.2473,8212264,7.9,7.9,0.319,7.9
20,2007,1,54.8,355,24,4.54,1.726595,99,43,14.8,36,93,1.3,99,3.4,17.79995,7939573,8,8,0.309,7.2
20,2006,1,54.1,361,24,4.5,21.24915,92,784,14.5,36,88,11.49,92,3.8,165.8794,7675338,8.1,8.2,0.29,5.9
20,2005,1,53.4,369,24,5.54,1.747441,87,0,14.1,37,82,9.84,87,4.3,15.57434,7423289,8.2,8.3,0.286,5.6
20,2004,1,52.6,378,24,5.72,11.22655,83,2,13.8,38,76,7.1,83,4.8,127.4297,7182451,8.4,8.4,0.279,5.2
21,2014,1,73,117,0,0.01,414.0242,97,0,3.5,0,95,4.76,95,0.2,3529.618,526437,6.8,6.7,0.643,13.5
21,2013,1,72.8,12,0,0.01,325.6299,94,0,29.7,0,93,4.29,93,0.2,3558.796,5216,6.9,6.9,0.643,13.6
21,2012,1,72.7,121,0,0.01,33.55889,94,0,29,0,94,4.61,94,0.3,348.4828,513979,7.1,7.1,0.636,13.2
21,2011,1,72.6,122,0,5.07,4.409153,9,0,28.2,0,9,4.6,9,0.3,367.4295,5867,7.3,7.2,0.632,13.1
21,2010,1,72.5,123,0,4.75,286.8907,98,0,27.5,0,99,4.83,99,0.4,3312.826,52384,7.4,7.4,0.627,12.7
21,2009,1,72.4,124,0,4.45,339.9777,98,0,26.8,0,99,4.24,99,0.4,3444.557,496963,7.6,7.6,0.621,12.4
21,2008,1,72.4,124,0,4.16,360.6209,98,0,26.2,0,99,3.96,99,0.4,3638.959,491723,7.8,7.8,0.615,12.2
21,2007,1,72.3,126,0,5.28,345.4637,96,0,25.5,0,98,4.3,98,0.6,3112.286,486438,8.1,8,0.602,11.9
21,2006,1,72.1,129,0,4.25,26.45133,95,0,24.9,0,97,5.11,96,0.6,234.2899,48795,8.3,8.3,0.596,11.9
21,2005,1,71.8,134,0,4.26,3.349817,93,0,24.3,0,95,4.86,95,0.8,248.1346,474567,8.5,8.5,0.582,11.2
21,2004,1,71.4,14,0,4.19,240.1397,91,0,23.7,0,94,5.6,93,0.8,1976.459,467664,8.7,8.7,0.574,11.1
21,2003,1,71.1,144,0,4.16,209.0865,66,0,23.2,0,93,5,92,0.9,1768.921,46147,8.9,8.9,0.572,11.3
21,2002,1,77,148,0,3.82,155.2073,4,0,22.6,0,92,5.17,91,0.8,1373.516,45216,9.2,9.1,0.569,11.3
22,2014,1,68.3,179,11,0.01,12.17952,88,0,18.9,12,87,5.68,88,0.2,198.6871,152779,1.9,11,0.553,10.9
22,2013,1,67.8,183,11,0.01,8.758215,83,0,18.2,13,66,5.93,83,0.2,128.4196,1522692,11,11.1,0.546,10.8
22,2012,1,67.4,186,12,0.01,6.914724,86,15,17.6,14,84,6.24,86,0.3,95.24413,1.477687e+007,11,11.2,0.54,10.7
22,2011,1,67,19,13,2.12,60.18592,88,722,17,15,87,5.64,88,0.3,882.4915,1.453789e+007,11,11.2,0.533,10.7
22,2010,1,66.6,192,14,2.2,56.88416,89,1156,16.4,16,88,5.95,89,0.5,785.6929,143874,11,11.3,0.519,10.6
22,2009,1,66.1,195,15,2.13,48.35424,92,4779,15.9,17,95,6.36,94,0.6,738.2327,14928,11.1,11.4,0.52,10.5
22,2008,1,65.6,199,16,2.24,53.10009,91,4211,15.3,18,91,5.55,91,0.7,745.7878,138859,11.2,11.4,0.511,10.5
22,2007,1,65,24,16,2.08,57.73517,82,394,14.8,20,82,3.75,82,0.9,631.6758,1.367669e+007,11.3,11.5,0.495,10.3
22,2006,1,64.1,216,17,2.03,51.50447,8,188,14.3,21,8,4.48,8,1.1,539.8792,1.347449e+007,11.4,11.6,0.483,10.1
23,2014,1,56.7,366,47,0.01,61.39264,87,831,28.4,71,86,4.1,87,3.7,1441.142,2223994,5.7,5.7,0.507,10.4
23,2013,1,56.4,364,48,0.01,63.0789,89,760,27.8,73,88,4.29,89,4,1365.344,2.165572e+007,5.8,5.8,0.501,10.4
23,2012,1,55.9,369,50,0.01,68.55839,85,609,27.2,76,85,4.34,85,4.6,1255.648,2182383,5.9,5.9,0.496,10.4
23,2011,1,55.6,371,51,6.19,83.18071,82,504,26.6,79,8,3.96,82,4.9,1295.65,252447,6,6,0.486,10
23,2010,1,55.3,37,53,6.15,100.8987,84,240,26,82,83,5.28,84,5.5,1182.869,1997495,6.1,6.2,0.48,9.7
23,2009,1,54.8,373,54,5.89,9.042541,8,251,25.4,85,79,5.7,8,6.3,123.1954,1.943254e+007,6.3,6.3,0.473,9.2
23,2008,1,54.2,382,56,5.9,68.7073,84,495,24.9,87,82,5.18,84,6.7,1233.524,18978,6.4,6.5,0.466,8.8
23,2007,1,53.6,395,57,5.44,7.562893,82,100,24.4,89,81,4.76,82,7,111.7119,1.839539e+007,6.6,6.6,0.456,8
23,2006,1,53.3,394,58,5.22,0.9624971,81,196,23.8,91,78,4.69,81,7.2,12.98916,1.789956e+007,6.7,6.8,0.456,8.2
23,2005,1,52.8,4,58,5.03,73.03276,79,605,23.3,93,79,4.75,8,7.4,952.1872,1742795,6.9,7,0.456,8.3
24,2014,1,82,65,2,8.1,102.1902,55,418,66.4,2,91,1.45,91,0.1,544.4338,3.554456e+007,0.5,0.5,0.912,15.9
24,2013,1,81.8,67,2,8.2,9733.228,55,83,65.8,2,91,1.67,91,0.1,52413.72,3.515545e+007,0.5,0.5,0.909,15.9
24,2012,1,81.6,68,2,8.3,9748.636,7,10,65.3,2,99,1.78,95,0.1,52496.69,3475545,0.5,0.5,0.907,15.9
24,2011,1,81.5,68,2,8.2,971.928,7,803,64.7,2,87,1.82,87,0.1,5282.218,3434278,0.5,0.5,0.903,15.9
24,2010,1,81.2,7,2,8.4,8649.675,56,99,64.1,2,88,11.2,89,0.1,47447.48,345274,0.5,0.4,0.898,15.9
24,2009,1,81,72,2,8.4,864.9499,42,14,63.6,2,89,11.17,91,0.1,4773.454,3.362857e+007,0.5,0.4,0.898,15.9
24,2008,1,87,74,2,8.3,8433.937,28,62,63,2,89,1.3,92,0.1,46596.34,3.324577e+007,0.5,0.4,0.897,15.8
24,2007,1,85,74,2,8.3,7946.744,14,101,62.5,2,9,9.83,94,0.1,44544.53,3.288793e+007,0.5,0.4,0.894,15.8
24,2006,1,85,75,2,8.2,771.1818,14,13,61.9,2,95,9.75,95,0.1,4386.699,325755,0.5,0.4,0.891,15.8
24,2005,1,81,76,2,8,6333.178,14,6,61.3,2,93,9.57,93,0.1,36189.59,32312,0.5,0.4,0.886,15.8
24,2004,1,80,77,2,7.8,5513.33,14,7,6.6,2,91,9.56,91,0.1,31979.87,31995,0.5,0.4,0.881,15.8
24,2003,1,79.7,78,2,7.7,4687.846,14,15,6,2,88,9.54,91,0.1,28172.15,31676,0.5,0.4,0.877,15.8
25,2014,1,58,437,15,0.01,53.43964,47,210,22.1,22,47,4.2,47,4.5,377.1323,4515392,8.4,8.3,0.345,7.1
25,2013,1,49.9,451,16,0.01,52.37767,23,596,21.6,23,23,3.82,23,5.1,337.485,4499653,8.5,8.5,0.37,7.1
25,2012,1,53,439,16,0.01,7.344808,47,141,21.2,23,47,3.62,47,5.1,486.4111,449416,8.7,8.6,0.366,7.1
25,2011,1,49.8,443,16,1.66,58.52947,47,679,2.7,24,47,3.73,47,5.8,494.3368,4476153,8.8,8.8,0.361,6.8
25,2010,1,49.2,446,17,1.67,43.48359,45,2,2.2,24,46,3.9,45,6.6,446.4434,4448525,9,8.9,0.352,6.6
25,2009,1,48.6,453,17,1.56,40.45157,42,11,19.8,25,45,3.58,42,7.3,449.9618,44423,9.1,9.1,0.345,6.4
26,2014,1,52.6,362,46,0.01,11.30207,37,1275,18.7,78,44,3.62,37,2.9,125.9985,1.356944e+007,8.7,8.5,0.39,7.3
26,2013,1,52.2,366,46,0.64,76.52383,39,226,18.2,78,46,3.42,39,3.1,986.1318,1.313359e+007,8.8,8.7,0.387,7.3
26,2012,1,51.8,367,46,0.62,57.82427,4,120,17.9,79,51,3,4,3.6,973.4726,1275135,9,8.9,0.381,7.3
26,2011,1,51.6,365,46,0.56,67.76269,33,8650,17.5,79,4,3.17,33,3.9,989.2364,1.228865e+007,9.2,9.1,0.37,6.7
26,2010,1,51.2,364,46,0.5,43.57329,39,194,17.1,80,43,2.95,39,4.1,896.5697,1188722,9.4,9.3,0.36,6.7
26,2009,1,57,37,46,0.47,4.9829,24,165,16.7,80,32,3.31,24,4.4,84.45594,1152786,9.6,9.5,0.343,6.3
26,2008,1,49.6,394,46,0.45,49.09198,17,63,16.4,80,3,2.92,19,4.7,929.7724,1.113386e+007,9.8,9.7,0.338,6
27,2014,1,83,83,2,7.16,2353,95,0,63.1,2,95,7.79,95,0.1,14817.38,1.76138e+007,0.8,0.8,0.841,16.2
27,2013,1,81,84,2,7.2,2442.222,9,0,62.5,2,9,7.53,91,0.1,15941.4,1.746298e+007,0.8,0.8,0.831,15.6
27,2012,1,79.9,84,2,6.76,2260.778,9,0,61.8,2,9,7.24,9,0.1,15431.93,1739746,0.8,0.8,0.826,15.5
27,2011,1,79.8,86,2,7.26,211.6143,94,6,61.2,2,93,7,94,0.1,1475.692,1.715336e+007,0.8,0.8,0.82,15.4
27,2010,1,79.1,89,2,7.93,177.4925,92,0,6.6,2,92,6.97,92,0.1,1286.178,1.699335e+007,0.8,0.9,0.815,15.2
27,2009,1,79.3,91,2,7.67,181.5259,94,1,59.9,2,94,7.39,94,0.1,1243.328,1.682944e+007,0.8,0.9,0.816,15.3
27,2008,1,79.6,88,2,7.31,241.5533,95,0,59.3,2,95,6.87,95,0.1,1781.367,1.666194e+007,0.9,0.9,0.804,15.2
27,2007,1,78.9,9,2,7.39,209.4876,92,0,58.7,2,95,6.35,96,0.1,1526.877,1.649169e+007,0.9,0.9,0.797,14.8
27,2006,1,78.9,91,2,7.33,1275.69,95,0,58.1,2,94,6.18,94,0.1,9484.681,1.631979e+007,0.9,0.9,0.796,14.9
28,2014,1,75.8,86,171,5.78,109.8744,99,52628,31.9,198,99,5.55,99,0.1,7683.524,136427,3.7,3,0.723,13.1
28,2013,1,75.6,88,185,5.79,9.955532,99,26883,3.9,216,99,5.39,99,0.1,777.7759,135738,3.8,3.2,0.713,12.7
28,2012,1,75.4,89,201,5.74,94.43446,99,6183,3,233,99,5.26,99,0.1,6337.883,135695,3.9,3.3,0.703,12.4
28,2011,1,75.2,91,215,5.63,91.2675,99,9943,29,251,99,5.3,99,0.1,5633.796,134413,4.1,3.5,0.7,12.8
28,2010,1,75,92,231,5.75,5.660755,99,38159,28.1,268,99,4.89,99,0.1,456.5125,133775,4.2,3.6,0.691,12.5
28,2009,1,74.9,93,248,4.88,50.28349,99,52461,27.3,288,99,5.8,99,0.1,3838.434,133126,4.4,3.8,0.682,12.2
28,2008,1,74.5,97,266,4.27,39.2251,95,131441,26.5,308,99,4.59,97,0.1,3471.248,1324655,4.5,4,0.672,11.9
28,2007,1,74.4,96,285,3.88,312.6625,92,109023,25.7,332,94,4.32,93,0.1,2695.366,1317885,4.7,4.1,0.659,11.4
28,2006,1,74.2,98,307,3.28,29.74343,91,99602,24.9,360,94,4.52,93,0.1,299.2297,13112,4.8,4.3,0.646,11
28,2005,1,73.9,99,332,2.92,171.6596,84,124219,24.1,392,87,4.66,87,0.1,1753.418,13372,5,4.4,0.634,10.6
28,2004,1,73.5,11,360,3.04,1.586685,79,70549,23.4,427,87,4.72,87,0.1,158.6685,129675,5.1,4.6,0.622,10.2
28,2003,1,73.1,13,391,2.96,122.9365,75,71879,22.6,467,87,4.82,86,0.1,1288.643,12884,5.3,4.7,0.61,9.9
28,2002,1,72.7,16,422,2.91,106.359,7,58341,21.9,511,86,4.79,86,0.1,1148.586,1284,5.5,4.9,0.6,9.7
28,2001,1,72.2,11,457,2.84,14.23064,65,88962,21.2,558,86,4.56,86,0.1,153.1824,127185,5.7,5,0.592,9.6
28,2000,1,71.7,115,490,3.06,17.46057,6,71093,2.5,608,86,4.6,85,0.1,959.3722,1262645,5.9,5.1,0.583,9.5
29,2014,1,74.6,144,11,4.38,1435.488,9,0,57.2,12,9,7.2,9,0.1,7913.383,4.779191e+007,2.1,1.9,0.72,13.6
29,2013,1,74.4,145,11,4.41,15.16255,91,1,56.4,13,91,6.84,91,0.1,83.5863,4.734298e+007,2.1,1.9,0.712,13.3
29,2012,1,74.3,143,11,4.44,1487.897,92,1,55.7,13,91,6.93,91,0.1,7884.984,4.688148e+007,2.1,1.9,0.707,13.2
29,2011,1,74.2,144,12,4.37,184.3074,85,6,55,14,85,6.64,85,0.1,7227.74,4646646,2.2,2,0.7,13
29,2010,1,73.6,15,12,4.28,113.2436,88,0,54.2,15,88,6.76,88,0.1,625.6554,4591897,2.2,2,0.695,12.8
29,2009,1,73.6,15,13,4.34,941.6464,92,0,53.5,15,92,7.1,92,0.1,5148.422,4.541618e+007,2.2,2,0.691,12.4
29,2008,1,73.5,146,14,4.45,978.0704,92,0,52.8,16,92,6.62,92,0.1,5433.725,4491544,2.3,2,0.683,12.2
29,2007,1,73.5,144,14,4.66,780.5947,93,0,52,17,93,6.25,93,0.1,4674.22,4.437457e+007,2.3,2.1,0.675,11.9
29,2006,1,73.1,147,15,4.53,62.43711,93,0,51.3,17,94,6.11,93,0.1,379.7878,4.383572e+007,2.3,2.1,0.669,11.5
29,2005,1,73.1,144,15,4.38,531.9808,93,0,5.5,18,93,5.82,93,0.1,3386.256,4.328563e+007,2.4,2.1,0.658,11.1
29,2004,1,72.8,148,16,4.26,42.17956,89,0,49.8,19,89,5.37,89,0.1,274.2494,4.272416e+007,2.4,2.2,0.658,11.3
29,2003,1,72.4,15,16,4.25,417.8039,92,0,49,19,92,5.92,92,0.1,2246.257,4.215215e+007,2.5,2.2,0.659,11.6
29,2002,1,71.8,163,17,4.45,393.8774,78,139,48.2,20,83,5.67,81,0.1,2355.726,4.157249e+007,2.5,2.3,0.656,11.5
29,2001,1,71.5,165,17,4.43,404.4206,8,3,47.5,21,83,5.96,8,0.1,2395.857,498899,2.5,2.3,0.653,11.4
29,2000,1,71.4,167,18,4.66,477.1342,78,1,46.7,21,82,5.91,79,0.1,2472.198,443958,2.6,2.3,0.65,11.3
30,2014,1,63.2,23,1,0.01,73.86585,88,0,23.7,2,87,6.75,87,0.8,852.9544,759385,6.8,6.6,0.497,11.1
30,2013,1,62.9,233,1,0.01,61.57444,88,0,23.2,2,85,6.51,87,0.8,834.3419,7415,6.8,6.6,0.49,10.9
30,2012,1,62.5,237,2,0.01,78.39009,89,1,22.6,2,85,7.11,86,0.8,788.6327,723868,6.9,6.7,0.484,10.8
30,2011,1,62.2,241,2,0.12,59.65965,83,3,22.1,2,85,6.1,83,0.2,829.7587,76569,7,6.8,0.479,10.6
30,2010,1,61.8,246,2,0.15,47.30422,74,0,21.6,2,82,5.82,74,0.1,769.1743,689692,7.1,6.9,0.476,10.5
30,2009,1,61.3,251,2,0.17,56.98952,83,1,21.1,2,84,3.82,83,0.1,778.5454,673252,7.2,7,0.465,10.3
30,2008,1,61,255,2,0.12,93.36789,81,0,2.6,2,81,5.13,81,0.1,795.9752,657229,7.2,7.1,0.461,10.2
30,2007,1,66,259,2,0.16,9.087638,75,0,2.1,2,75,4.93,75,0.1,72.75931,64162,7.3,7.2,0.459,10
30,2006,1,63,262,2,0.25,77.0284,69,85,19.6,2,69,4.57,69,0.1,648.3872,626425,7.4,7.3,0.451,9.9
30,2005,1,60,266,2,0.24,69.96754,68,912,19.2,2,67,4.32,68,0.1,621.9337,611627,7.5,7.4,0.434,9.7
30,2004,1,59.8,269,2,0.27,7.212111,77,0,18.8,2,73,3.96,76,0.1,616.4197,597228,7.5,7.5,0,9.5
30,2003,1,59.6,271,2,0.26,45.09011,28,0,18.4,2,8,3.65,8,0.1,544.5665,583211,7.6,7.6,0,9.2
31,2014,1,79.5,96,1,3.45,384.5129,91,1,59.5,1,91,9.31,91,0.1,1647.442,4757575,1.7,1.7,0.768,13.9
31,2013,1,79.4,96,1,3.42,386.1379,94,0,58.5,1,95,9.47,95,0.1,1569.666,47641,1.7,1.7,0.762,13.7
